run_id,run_tag,run_date,sequence,parent_fn,parent_chunk,file_loc,filetype,commit_url,commit_author,commit_date,uncommitted_changes,elapsed_time,memory_use,sys_info,ses_info,base_pkgs,attached_pkgs,rdf_subject,rdf_object,rdf_predicate,run_hash
1,standard run,Mon Jul 16 13:13:03 2018,1,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd,setup,~/github/spp_risk_dists/data_setup/common_fxns.R,sourced_script,https://github.com/oharac/spp_risk_dists/commit/f8c9c98f42719e09189157a4ca602dc702dc5127,Casey O'Hara <ohara@nceas.ucsb.edu>,  Mon Jul 16 11:04:33 2018 -0700,FALSE,16.979000000000003,2777.8,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.3.1, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd#setup,~/github/spp_risk_dists/data_setup/common_fxns.R,prov:wasExecutedBy,b0052503d13fef28bcd6c071a2ddcc000566f911
1,standard run,Mon Jul 16 13:13:03 2018,2,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd,gather_data_clip_from_1991,~/github/spp_risk_dists/data/iucn_risk_timeseries_2018-1.csv,input,https://github.com/oharac/spp_risk_dists/commit/f8c9c98f42719e09189157a4ca602dc702dc5127,Casey O'Hara <ohara@nceas.ucsb.edu>,  Mon Jul 16 11:04:33 2018 -0700,FALSE,16.979000000000003,2777.8,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.3.1, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data/iucn_risk_timeseries_2018-1.csv,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd#gather_data_clip_from_1991,prov:used,b0052503d13fef28bcd6c071a2ddcc000566f911
1,standard run,Mon Jul 16 13:13:03 2018,3,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd,gather_data_clip_from_1991,~/github/spp_risk_dists/data/iucn_risk_ts_rgn_2018-1.csv,input,no version control info found,NA,NA,NA,16.979000000000003,2777.8,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.3.1, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data/iucn_risk_ts_rgn_2018-1.csv,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd#gather_data_clip_from_1991,prov:used,b0052503d13fef28bcd6c071a2ddcc000566f911
1,standard run,Mon Jul 16 13:13:03 2018,4,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd,gather_data_clip_from_1991,~/github/spp_risk_dists/data_setup/int/trend_calcs/iucn_risk_ts_and_trends_2018-1.csv,input,no version control info found,NA,NA,NA,16.979000000000003,2777.8,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.3.1, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data_setup/int/trend_calcs/iucn_risk_ts_and_trends_2018-1.csv,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd#gather_data_clip_from_1991,prov:used,b0052503d13fef28bcd6c071a2ddcc000566f911
1,standard run,Mon Jul 16 13:13:03 2018,5,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd,gather_data_clip_from_1991,~/github/spp_risk_dists/data_setup/int/trend_calcs/trend_lm_vs_pop_91.csv,output,Previous commit: https://github.com/oharac/spp_risk_dists/commit/00378aad59f93d3afefcdac3543d0777f9717816,Casey O'Hara <ohara@nceas.ucsb.edu>,  Sat Jun 9 02:06:16 2018 -0700,TRUE,16.979000000000003,2777.8,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.3.1, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd#gather_data_clip_from_1991,~/github/spp_risk_dists/data_setup/int/trend_calcs/trend_lm_vs_pop_91.csv,prov:wasGeneratedBy,b0052503d13fef28bcd6c071a2ddcc000566f911
1,standard run,Mon Jul 16 13:13:03 2018,6,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd,gather_data_clip_from_2001,~/github/spp_risk_dists/data_setup/int/trend_calcs/iucn_risk_ts_and_trends_2018-1.csv,input,no version control info found,NA,NA,NA,16.979000000000003,2777.8,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.3.1, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data_setup/int/trend_calcs/iucn_risk_ts_and_trends_2018-1.csv,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd#gather_data_clip_from_2001,prov:used,b0052503d13fef28bcd6c071a2ddcc000566f911
1,standard run,Mon Jul 16 13:13:03 2018,7,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd,gather_data_clip_from_2001,~/github/spp_risk_dists/data_setup/int/trend_calcs/trend_lm_vs_pop_01.csv,output,Previous commit: https://github.com/oharac/spp_risk_dists/commit/00378aad59f93d3afefcdac3543d0777f9717816,Casey O'Hara <ohara@nceas.ucsb.edu>,  Sat Jun 9 02:06:16 2018 -0700,TRUE,16.979000000000003,2777.8,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.3.1, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd#gather_data_clip_from_2001,~/github/spp_risk_dists/data_setup/int/trend_calcs/trend_lm_vs_pop_01.csv,prov:wasGeneratedBy,b0052503d13fef28bcd6c071a2ddcc000566f911
1,standard run,Mon Jul 16 13:13:03 2018,8,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd,explore_rels,~/github/spp_risk_dists/data_setup/int/trend_calcs/trend_lm_vs_pop_91.csv,input,https://github.com/oharac/spp_risk_dists/commit/00378aad59f93d3afefcdac3543d0777f9717816,Casey O'Hara <ohara@nceas.ucsb.edu>,  Sat Jun 9 02:06:16 2018 -0700,TRUE,16.979000000000003,2777.8,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.3.1, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data_setup/int/trend_calcs/trend_lm_vs_pop_91.csv,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd#explore_rels,prov:used,b0052503d13fef28bcd6c071a2ddcc000566f911
1,standard run,Mon Jul 16 13:13:03 2018,9,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd,explore_rels,~/github/spp_risk_dists/data_setup/int/trend_calcs/trend_lm_vs_pop_01.csv,input,https://github.com/oharac/spp_risk_dists/commit/00378aad59f93d3afefcdac3543d0777f9717816,Casey O'Hara <ohara@nceas.ucsb.edu>,  Sat Jun 9 02:06:16 2018 -0700,TRUE,16.979000000000003,2777.8,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.3.1, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data_setup/int/trend_calcs/trend_lm_vs_pop_01.csv,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd#explore_rels,prov:used,b0052503d13fef28bcd6c071a2ddcc000566f911
1,standard run,Mon Jul 16 13:13:03 2018,10,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd,save_spp_trends,~/github/spp_risk_dists/data_setup/int/trend_calcs/trend_lm_vs_pop_91.csv,input,https://github.com/oharac/spp_risk_dists/commit/00378aad59f93d3afefcdac3543d0777f9717816,Casey O'Hara <ohara@nceas.ucsb.edu>,  Sat Jun 9 02:06:16 2018 -0700,TRUE,16.979000000000003,2777.8,"System: Linux, Release: 4.4.0-112-generic. Machine: x86_64. User: ohara.","R version: R version 3.4.4 (2018-03-15), Platform: x86_64-pc-linux-gnu, Running under: Ubuntu 14.04.5 LTS.","Attached base packages: parallel, stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: bindrcpp_0.2, jsonlite_1.5, provRmd_0.1.1, stringr_1.3.1, RColorBrewer_1.1-2, dplyr_0.7.2, purrr_0.2.3, readr_1.1.0, tidyr_0.7.0, tibble_1.3.4, ggplot2_2.2.1.9000, tidyverse_1.1.1",~/github/spp_risk_dists/data_setup/int/trend_calcs/trend_lm_vs_pop_91.csv,~/github/spp_risk_dists/data_setup/3_set_up_iucn_trends.Rmd#save_spp_trends,prov:used,b0052503d13fef28bcd6c071a2ddcc000566f911
